0	2	3075
1	2	2345
2	0	1839
2	1	1998
3	0	1839
3	1	1855
4	2	1421
5	2	2044
6	2	496
7	2	2833
8	2	985
9	0	1785
9	1	1998
10	2	1754
11	2	2037
12	2	2767
13	2	2999
14	2	2151
15	2	1662
16	0	1839
16	1	564
17	0	1839
17	1	1114
18	2	1750
19	0	587
19	1	1114
20	2	2392
21	0	489
21	1	73
22	2	1690
23	2	245
24	2	1502
25	2	294
26	2	2304
27	2	544
28	2	2694
29	2	2527
30	2	413
31	0	1839
31	1	1750
32	0	587
32	1	564
33	2	3096
34	2	1486
35	2	2934
36	0	1785
36	1	564
37	2	2421
38	0	107
38	1	960
39	0	107
39	1	73
40	2	2864
41	2	2574
42	2	3471
43	2	1085
44	0	2022
44	1	1855
45	0	587
45	1	2392
46	2	441
47	0	2292
47	1	1855
48	0	405
48	1	1998
49	2	1012
50	2	9
51	2	768
52	0	2292
52	1	1998
53	2	2429
54	2	2515
55	0	1839
55	1	3280
56	0	759
56	1	1855
57	2	1097
58	2	433
59	2	3253
60	0	1839
60	1	2833
61	0	1785
61	1	411
62	2	1491
63	2	2993
64	0	587
64	1	799
65	0	2904
65	1	1750
66	2	91
67	2	2636
68	0	587
68	1	2772
69	2	1845
70	2	2197
71	2	3217
72	2	2653
73	2	902
74	0	587
74	1	2527
75	2	1517
76	0	93
76	1	1998
77	2	1540
78	0	1839
78	1	1400
79	0	2292
79	1	2772
80	2	3118
81	0	1554
81	1	2527
82	0	2904
82	1	2286
83	0	2526
83	1	1662
84	2	66
85	0	2448
85	1	2772
86	0	2904
86	1	2392
87	0	3030
87	1	985
88	2	2793
89	0	1785
89	1	2257
90	0	3486
90	1	1998
91	0	2448
91	1	1926
92	0	1839
92	1	2394
93	0	587
93	1	2394
94	2	2060
95	2	1036
96	2	1094
97	2	505
98	2	463
99	0	1839
99	1	3283
100	0	2448
100	1	1750
101	0	587
101	1	1926
102	0	2940
102	1	1855
103	0	2292
103	1	799
104	2	2848
105	0	3463
105	1	2182
106	0	2022
106	1	1998
107	0	1839
107	1	2421
108	0	662
108	1	2392
109	0	2292
109	1	3075
110	0	354
110	1	564
111	2	158
112	0	1785
112	1	73
113	2	2911
114	2	2548
115	2	1760
116	2	2700
117	0	2976
117	1	2257
118	2	1528
119	0	1577
119	1	1114
120	2	2967
121	0	1839
121	1	413
122	0	2292
122	1	411
123	2	2433
124	0	1195
124	1	1855
125	0	1839
125	1	2967
126	2	2173
127	0	2448
127	1	799
128	2	1148
129	0	2904
129	1	960
130	2	696
131	2	1454
132	0	1195
132	1	1662
133	2	2739
134	0	587
134	1	1069
135	2	851
136	0	1021
136	1	1998
137	0	1785
137	1	1031
138	2	328
139	2	2033
140	0	1839
140	1	1031
141	2	3249
142	2	3033
143	0	449
143	1	2392
144	0	405
144	1	2345
145	2	101
146	0	1839
146	1	1726
147	2	2584
148	2	2476
149	0	3063
149	1	2392
150	2	1557
151	0	1281
151	1	1114
152	2	3212
153	2	776
154	0	1158
154	1	1855
155	0	1839
155	1	1685
156	0	1839
156	1	3072
157	0	93
157	1	3075
158	0	107
158	1	2772
159	2	393
160	0	354
160	1	1855
161	0	2292
161	1	1662
162	0	587
162	1	2833
163	2	2169
164	0	3463
164	1	1855
165	0	1577
165	1	564
166	0	587
166	1	413
167	0	1572
167	1	1662
168	0	2641
168	1	3306
169	2	1160
170	0	587
170	1	73
171	2	1515
172	0	1839
172	1	742
173	0	1785
173	1	2421
174	0	3030
174	1	3446
175	2	521
176	2	1253
177	0	1554
177	1	1855
178	2	1451
179	2	3148
180	0	1839
180	1	826
181	2	2403
182	2	2147
183	2	1714
184	0	662
184	1	1114
185	0	107
185	1	2833
186	0	2976
186	1	1400
187	0	2581
187	1	2879
188	0	1681
188	1	1855
189	0	1839
189	1	36
190	0	1785
190	1	3203
191	2	1479
192	2	2072
193	0	1577
193	1	2833
194	0	1553
194	1	1998
195	0	587
195	1	1400
196	2	1930
197	2	1647
198	2	2748
199	2	83
200	0	129
200	1	985
201	2	35
202	2	135
203	2	3224
204	0	3030
204	1	1400
205	2	762
206	0	2940
206	1	2345
207	2	1561
208	2	2930
209	0	3063
209	1	1750
210	2	313
211	2	2606
212	2	1261
213	0	1777
213	1	1855
214	0	2940
214	1	1114
215	0	587
215	1	2967
216	0	2055
216	1	73
217	2	2099
218	2	782
219	2	1434
220	0	2904
220	1	1754
221	0	587
221	1	1486
222	2	2932
223	0	1785
223	1	2527
224	2	856
225	0	2526
225	1	1855
226	2	199
227	2	1991
228	0	2165
228	1	1998
229	0	2904
229	1	3075
230	0	405
230	1	91
231	2	1259
232	2	1604
233	0	93
233	1	799
234	2	2757
235	0	1839
235	1	1746
236	2	355
237	0	587
237	1	3072
238	0	3030
238	1	2257
239	2	546
240	2	687
241	0	1681
241	1	1998
242	0	662
242	1	1012
243	0	2904
243	1	1012
244	0	405
244	1	799
245	2	1932
246	0	587
246	1	1685
247	0	2904
247	1	1097
248	2	1999
249	2	1475
250	0	1577
250	1	73
251	0	3063
251	1	1998
252	0	3482
252	1	1998
253	0	93
253	1	1012
254	0	1003
254	1	1662
255	0	2022
255	1	564
256	0	2243
256	1	73
257	0	107
257	1	1485
258	2	2998
259	0	405
259	1	960
260	0	405
260	1	2527
261	2	2437
262	0	1785
262	1	1754
263	0	261
263	1	1855
264	2	2057
265	0	955
265	1	1855
266	0	3164
266	1	1662
267	0	1813
267	1	1829
268	2	1504
269	0	93
269	1	73
270	2	1864
271	2	1231
272	2	1201
273	0	2022
273	1	3280
274	2	2497
275	2	3218
276	2	2859
277	2	2385
278	2	2880
279	0	1554
279	1	2392
280	2	3107
281	2	86
282	0	1839
282	1	3306
283	0	587
283	1	2044
284	0	1839
284	1	441
285	2	1668
286	2	3300
287	0	1785
287	1	2879
288	2	1051
289	2	1858
290	2	754
291	0	2513
291	1	985
292	2	1090
293	0	107
293	1	1069
294	2	1667
295	2	3086
296	2	1883
297	0	3334
297	1	1998
298	0	663
298	1	960
299	0	3144
299	1	73
300	0	354
300	1	91
301	0	2292
301	1	2833
302	2	3352
303	2	2296
304	0	405
304	1	1754
305	0	2513
305	1	1662
306	0	2292
306	1	1685
307	0	3030
307	1	2694
308	0	3063
308	1	564
309	0	2641
309	1	1998
310	2	2374
311	0	663
311	1	1486
312	0	1839
312	1	2037
313	2	19
314	2	2111
315	2	1163
316	0	663
316	1	2345
317	0	107
317	1	1855
318	2	1755
319	0	1771
319	1	1998
320	0	2165
320	1	1855
321	2	1178
322	2	2098
323	2	1499
324	0	3144
324	1	1998
325	0	1553
325	1	1855
326	0	2526
326	1	1998
327	2	1797
328	0	107
328	1	2257
329	0	20
329	1	73
330	0	3030
330	1	1998
331	2	1359
332	0	587
332	1	2421
333	2	904
334	0	2243
334	1	960
335	0	1785
335	1	91
336	0	93
336	1	960
337	0	2150
337	1	1926
338	2	103
339	2	3495
340	0	1554
340	1	564
341	0	295
341	1	1998
342	2	53
343	0	1785
343	1	742
344	0	2456
344	1	1662
345	0	2904
345	1	3280
346	2	1466
347	0	2292
347	1	2879
348	0	2346
348	1	73
349	0	2448
349	1	411
350	2	2948
351	2	415
352	2	3315
353	2	625
354	0	2346
354	1	2345
355	2	30
356	2	3363
357	0	1572
357	1	799
358	2	2361
359	2	890
360	0	405
360	1	1750
361	2	1841
362	0	2330
362	1	411
363	0	1839
363	1	2762
364	0	1839
364	1	669
365	0	1554
365	1	2044
366	2	1756
367	2	2189
368	0	3063
368	1	1855
369	2	2101
370	0	93
370	1	1031
371	2	329
372	0	1839
372	1	418
373	0	1577
373	1	3280
374	0	2346
374	1	1114
375	2	2532
376	2	474
377	0	3101
377	1	1829
378	2	1558
379	0	2346
379	1	1750
380	0	587
380	1	3306
381	2	1703
382	0	1839
382	1	1059
383	0	662
383	1	3203
384	0	93
384	1	2392
385	0	587
385	1	669
386	2	3186
387	2	134
388	2	693
389	0	1577
389	1	3283
390	0	405
390	1	413
391	0	93
391	1	3283
392	0	648
392	1	2345
393	2	3327
394	0	2904
394	1	3283
395	2	2973
396	0	1572
396	1	2286
397	0	3144
397	1	3203
398	0	354
398	1	1750
399	0	1554
399	1	3280
400	0	1488
400	1	985
401	0	1785
401	1	863
402	2	3079
403	2	1806
404	2	1730
405	2	3171
406	2	2807
407	0	1572
407	1	3411
408	0	3101
408	1	3446
409	0	2804
409	1	1012
410	0	107
410	1	2397
411	2	1768
412	2	1471
413	2	806
414	0	107
414	1	1036
415	0	1785
415	1	1012
416	0	2755
416	1	2345
417	2	1819
418	2	747
419	2	172
420	0	1813
420	1	2694
421	2	979
422	2	2990
423	2	2965
424	0	1839
424	1	1448
425	0	662
